host,process,step_number,step_dates,step_title,step_description
https://omastadi.hel.fi,osbu-2019,2,11.2.2019 - 6.4.2019,,"Ehdotuksista tehdään suunnitelmia yhdessä asukkaiden, kaupungin työntekijöiden, yhteisöjen ja yritysten kanssa. Suunnitelmia tehdään OmaStadi palvelussa ja yhteisissä tapaamisissa. Suunnitelmaan yhdistetään useampia ehdotuksia. Kaikki OmaStadi reunaehdot täyttävät ehdotukset otetaan mukaan suunnitelmiin. Tavoitteena on tehdä tasalaatuisia suunnitelmia ja tukea yhdenvertaisuuden toteutumista. Kaikki suunnitelmat näkyvät OmaStadi.hel.fi palvelussa, jossa niitä voi kommentoida. Suunnitelmaan voidaan kerätä esimerkiksi useita samankaltaisia ehdotuksia ja yhdistää samaa aihepiiriä tai aluetta koskevia ehdotuksia. Myös keskenään erilaiset ehdotukset voivat yhdessä muodostaa suunnitelman. OmaStadi -verkko palvelussa näkyy, mitkä ehdotukset kuhunkin suunnitelmaan on liitetty."
https://omastadi.hel.fi,osbu-2019,3,1.10.2019 - 31.10.2019,,"Kaikki äänestysvuonna 12-vuotta täyttäneet helsinkiläiset ja sitä vanhemmat voivat äänestää osallistuvassa budjetoinnissa. Voit äänestää yhden suurpiirin suunnitelmia ja sen lisäksi koko kaupunkia koskevia suunnitelmia. Äänestäminen tapahtuu omastadi.hel.fi palvelussa. Äänestämään pääsee kirjautumalla omastadi.hel.fi palveluun pankkitunnuksilla tai mobiilivarmenteella. Helsingin kaupungin kouluissa ja oppilaitoksissa nuoret voivat äänestää edu.hel.fi- tunnuksilla. Äänestää voi myös kirjastoissa esittämällä kuvallisen henkilötodistuksen. Alle 18-vuotiaat voivat äänestää kirjastoissa esittämällä kela-kortin.Äänestyksessä jaetaan alueen määräraha usealle eri suunnitelmalle. Äänestyskoriin voi valita useita eri suunnitelmia, kunnes alueen rahasumma on käytetty. Halutessaan voi äänestää myös vain yhtä suunnitelmaa.  Samalla tavalla voi äänestää myös koko kaupunkia koskevia suunnitelmia."
https://omastadi.hel.fi,osbu-2019,4,1.11.2019 - ?,,Pormestari vahvistaa äänestustuloksen ja valtuuttaa kaupungin palvelut toteuttamaan äänestyksessä voittaneet OmaStadi suunnitelmat.  Kaikki äänestyksessä valituiksi tulleet OmaStadi- suunnitelmat toteutetaan. Suunnitelmia lähdetään toteuttamaan nopeasti.  Kaupunki valitsee ja kilpailuttaa toimijat OmaStadi- suunnitelmien toteuttamiseksi omien säädöstensä mukaisesti.  Kaupunkilaisia kutsutaan mukaan tekemään ja toteuttamaan suunnitelmia sekä tietenkin juhlimaan yhteisien unelmien toteutumista.
https://omastadi.hel.fi,osbu-2020,1,5.10.2020 - 25.10.2020,,
https://omastadi.hel.fi,osbu-2020,2,11.1.2021 - 30.4.2021,,
https://omastadi.hel.fi,osbu-2020,3,1.10.2021 - 29.10.2021,,
https://omastadi.hel.fi,osbu-2020,4,1.10.2021 - 31.12.2022,,
https://osallistu.vantaa.fi,meidanmartsari,1,10.7.2020 - 17.8.2020,,Meidän Martsari -hankkeessa alueen asukkaat pääsevät vaikuttamaan lähiympäristönsä kehittämiseen osallistuvan budjetoinnin keinoin. Osallistuva budjetointi on asukkaiden väylä päättää kaupungin rahojen käytöstä. Martinlaaksoon on varattu 50 000 euroa kaupungin budjetista käytettäväksi asukkaiden ehdotusten ja äänestyksen mukaan.Ideointi alkaa 18.8.2020. Tutustu alla eri vaiheisiin ja osallistu!
https://osallistu.vantaa.fi,meidanmartsari,2,18.8.2020 - 14.9.2020,,"Miten sinä käyttäisit 50 000 euroa Martinlaakson kaupunginosan lähiympäristön kehittämiseen? Kerro meille ideasi! Idean voi jättää yksin tai yhdessä ja niitä voi keksiä yhden tai useamman. Myös yhdistykset ja muut toimijat saavat osallistua ideointiin.Ideoiden tulee liittyä lähiympäristön kehittämiseen ja kohdistua kaupungin ulkotiloihin. Ideoinnin teemat ovat viihtyisyys, yhteisöllisyys, esteettömyys, hyvinvointi ja turvallisuus.Ideat etenevät jatkokehittämisen kautta äänestykseen."
https://osallistu.vantaa.fi,meidanmartsari,3,15.9.2020 - 19.10.2020,,Kaupungin asiantuntijat tutustuvat ideoihin ja niistä kehitetään äänestykseen eteneviä suunnitelmia yhdessä asukkaiden kanssa.Jokaiselle suunnitelmalle lasketaan kustannusarvio eli paljonko idean toteuttaminen voisi maksaa. Osallistu jatkokehittämiseen kommentoimalla ideoita verkossa ja tule mukaan työpajoihin!
https://osallistu.vantaa.fi,meidanmartsari,4,20.10.2020 - 16.11.2020,,Äänestys tapahtuu tällä verkkoalustalla. Käytössäsi on 50 000 euroa.Kaikki 12 vuotta täyttäneet ja sitä vanhemmat Martinlaakson kaupunginosan asukkaat saavat äänestää osallistuvassa budjetoinnissa. Äänestys vaatii kirjautumisen omilla tiedoilla.Äänestyksen tulokset julkaistaan äänestyksen jälkeen ja eniten ääniä saaneet budjettiin mahtuvat ideat toteutetaan.
https://osallistu.vantaa.fi,meidanmartsari,5,17.11.2020 - 30.9.2021,,Äänestyksen voittaneet ehdotukset toteutetaan kesäkaudella 2021. Asukkaat pääsevät mahdollisuuksien mukaan osallistumaan suunnitelmien toteuttamiseen.
https://ecrivons.angers.fr,BP2020,1,28/01/2020 - 30/04/2020,,"J'ai une idée de création, d'aménagement ou d'équipement pour améliorer Angers et rendre la vie plus agréable et plus facile pour ses habitants. Je vérifie dans le mode d'emploi qu'elle entre bien dans les critères du budget participatif et je la propose sur ecrivons.angers.fr"
https://ecrivons.angers.fr,BP2020,2,30/04/2020 - 04/09/2020,,"Pour pouvoir devenir des projets soumis au vote des Angevins, vos idées vont devoir passer par 2 filtres :Le respect des critères de recevabilité (votre idée est-elle conforme au règlement du budget participatif / conditions de recevabilité)La faisabilité technique, réglementaire et financière. Ce sont les services municipaux qui évaluent la faisabilité de votre idée, ils ont besoin d'avoir un échange avec vous pour cela."
https://ecrivons.angers.fr,BP2020,3,04/09/2020 - 25/09/2020,,"Une étude de faisabilité et d'estimation du coût est réalisée pour chaque proposition recevable dans le cadre du budget participatif (qui répondent aux critères du règlement), lors de laquelle les participants sont mobilisés.Pour consulter toutes les propositions retenues c'est par ICICes propositions battissent des projets qui seront soumis aux votes des angevins à partir du 25 septembre"
https://ecrivons.angers.fr,BP2020,4,25/09/2020 - 19/10/2020,,C'est vous qui choisissez ! A partir du 25 septembre c'est vous  Angevines et  Angevins de plus de 11 ans qui votez pour vos 5 projets préférés en ligne sur « ecrivons.angers.fr » et dans les urnes spécifiques réparties dans la Ville.Tous les projets soumis au vote sont présentés sur cette plateforme ainsi que dans un catalogue consultable sur tous les lieux de vote.
https://ecrivons.angers.fr,BP2020,5,20/10/2020 - 31/12/2020,,Les projets qui auront recueilli le plus de voix jusqu'à ce que les montants cumulés atteignent l'enveloppe d'1 million d'euros seront désignés lauréats.Les résultats seront annoncés début novembre et présentés sur ecrivons.angers.frLes projets lauréats seront validés par le Conseil Municipal lors de sa séance de novembre 2020. Ils seront inscrits au budget primitif municipal 2021 voté en mars 2021.
https://ecrivons.angers.fr,BP2020,6,01/01/2021 - 31/12/2022,,La Ville met en oeuvre les projets et les porteurs des projets lauréats y sont associés.
https://ecrivons.angers.fr,BP2019,1,29/01/2019 - 30/04/2019,,"J'ai une idée de création, d'aménagement ou d'équipement pour améliorer Angers et rendre la vie plus agréable et plus facile pour ses habitants. Je vérifie dans le mode d'emploi qu'elle entre bien dans les critères du budget participatif et je la propose sur ecrivons.angers.fr"
https://ecrivons.angers.fr,BP2019,2,30/04/2019 - 06/09/2019,,"Pour pouvoir devenir des projets soumis au vote des Angevins, vos idées vont devoir passer par 2 filtres :Le respect des critères de recevabilité (votre idée est-elle conforme au règlement du budget participatif / conditions de recevabilité)La faisabilité technique, réglementaire et financière. Ce sont les services municipaux qui évaluent la faisabilité de votre idée, ils ont besoin d'avoir un échange avec vous pour cela."
https://ecrivons.angers.fr,BP2019,3,07/09/2019 - 30/09/2019,,"Une étude de faisabilité et d'estimation du coût a été réalisée pour chaque projet recevable dans le cadre du budget participatif, lors de laquelle les participants ont été mobilisés.Pour consulter tous les projets faisables qui seront retenus pour la phase de vote c'est par ICI"
https://ecrivons.angers.fr,BP2019,4,01/10/2019 - 21/10/2019,,"C'est vous qui choisissez ! A partir du 1er octobre c'est vous  Angevines et les Angevins de plus de 11 ans qui votez pour vos 2 projets préférés de la thématique annuelle, le végétal et vos 3 autres projets préférés toutes thématiques, en ligne sur « ecrivons.angers.fr » et dans les urnes spécifiques réparties dans la Ville.Tous les projets soumis au vote sont présentés sur cette plateforme ainsi que dans un catalogue consultable sur tous les lieux de vote."
https://ecrivons.angers.fr,BP2019,5,13/11/2019 - 31/12/2019,,Les projets qui auront recueilli le plus de voix jusqu'à ce que les montants cumulés atteignent l'enveloppe d'1 million d'euros seront désignés lauréats.Les résultats seront annoncés le 13 novembre et présentés sur ecrivons.angers.frLes projets lauréats seront validés par le Conseil Municipal lors de sa séance de novembre 2019. Ils seront inscrits au budget primitif municipal 2020 voté en mars 2020.
https://ecrivons.angers.fr,BP2019,6,01/01/2019 - 31/12/2021,,La Ville met en oeuvre les projets et les porteurs des projets lauréats y sont associés.
https://ecrivons.angers.fr,BP2018,1,30/01/2018 - 02/05/2018,,"J'ai une idée de création, d'aménagement ou d'équipement pour améliorer Angers et rendre la vie plus agréable et plus facile pour ses habitants. Je vérifie dans le mode d'emploi qu'elle entre bien dans les critères du budget participatif et je la propose sur ecrivons.angers.fr"
https://ecrivons.angers.fr,BP2018,2,03/05/2018 - 30/06/2018,,"Tous les projets déposés sont évalués par la Mission participation citoyenne de la Ville  afin de vérifier que les critères du budget participatifs sont bien respectés. Une fois cette phase réalisée, tous les projets déposés seront notifiés ""Recevable"" ou ""Non recevable"" sur la plateforme Écrivons Angers"
https://ecrivons.angers.fr,BP2018,3,03/06/2018 - 28/09/2018,,"Toutes vos idées recevables sont étudiées par les services municipaux qui vont analyser la faisabilité technique et réglementaire et estimer le coût de chaque projet.Pendant cette phase, les porteurs de projets restent mobilisés afin de préciser ou ajuster leur idée avec les services"
https://ecrivons.angers.fr,BP2018,4,27/09/2018 - 03/10/2018,,Dès à présent les projets qui vont être soumis au vote des angevins à partir de 11 ans sont présentés dans le catalogue.Repérez vos projets favoris et rendez-vous le 4 octobre sur ecrivons.angers.fr pour voter en ligne
https://ecrivons.angers.fr,BP2018,5,04/10/2018 - 22/10/2018,,Les projets réalisables seront présentés aux Angevins. Ils seront invités à voter pour leurs cinq projets favoris.C’est vous qui choisissez !
https://ecrivons.angers.fr,BP2018,6,23/10/2018 - 31/12/2018,,Les projets qui auront recueilli le plus de voix (dans la limite de 1 million d'euros) seront désignés lauréats.Les résultats seront annoncés le 6 novembre au soir et présentés sur ecrivons.angers.frVoir tous les résultats
https://ecrivons.angers.fr,BP2018,7,01/01/2019 - 31/12/2020,,La Ville met en oeuvre les projets et les porteurs des projets lauréats y sont associés.
https://atelierdevosidees.loiret.fr,etangdelavallee,1,01/08/2019 - 31/08/2019,,Vous avez une idée pour améliorer l’Étang de la Vallée : proposez votre idée sur atelierdevosidees.loiret.fr ou via un formulaire papier disponible sur place.
https://atelierdevosidees.loiret.fr,etangdelavallee,2,01/09/2019 - 30/09/2019,,Tous les projets proposés seront analysés par le Département du Loiret afin d’évaluer leur faisabilité. Le règlement est disponible sur atelierdevosidees.loiret.fr
https://atelierdevosidees.loiret.fr,etangdelavallee,3,07/10/2019 - 20/10/2019,,"Vous votez pour le ou les projets que vous préférez. Pour voter : rendez-vous sur atelierdevosidees.loiret.fr ou par courrier à : >> Département du Loiret, Direction de la communication et de l’Information, 45945 Orléans."
https://atelierdevosidees.loiret.fr,etangdelavallee,4,21/10/2019 - 31/12/2020,,Le Département concrétise et finance les projets retenus.
https://atelierdevosidees.loiret.fr,budgetcollegiens,1,01/09/2019 - 23/12/2019,,Vous être collégien et vous avez une idée pour faire vivre la planète : proposez cette idée sur atelierdevosidees.loiret.fr !
https://atelierdevosidees.loiret.fr,budgetcollegiens,2,23/12/2019 - 28/02/2020,,Tous les projets proposés seront analysés par le Département du Loiret afin d’évaluer leur faisabilité. Le règlement est disponible sur atelierdevosidees.loiret.fr
https://atelierdevosidees.loiret.fr,budgetcollegiens,3,01/03/2020 - 31/03/2020,,Vous votez pour le ou les projets que vous préférez. Pour voter : rendez-vous sur atelierdevosidees.loiret.fr
https://atelierdevosidees.loiret.fr,budgetcollegiens,4,01/04/2020 - 31/12/2020,,Le Département concrétise et finance les projets retenus.
https://atelierdevosidees.loiret.fr,budget-participatif-des-parcs,1,01/06/2018 - 30/06/2018,,"Les projets proposés devront correspondre à des dépenses d’investissement pour un ou plusieurs des sept parcs naturels du Loiret :Pour être retenue, votre idée doit servir l'intérêt général et son coût total doit être inférieur à 80 000€. La présentation de votre idée devra être simple (quelques phrases).Quelques exemples de coûts :Aire de jeux pour enfants : 10 000€ à 20 000€Ruche participative : 5 000€Installation d'un banc public : entre 600 et 1 200€Planter un arbre : entre 300 et 500€Parmi les autres idées possibles : l’installation de tables de pique-nique, la mise en place de nichoirs, l'installation de barrière de sécurité, la mise en place d'une table de ping-pong pour les enfants, la réalisation d'un potager collectif, la réalisation d’une exposition temporaire... A vous de proposer. Votre liberté est totale.Deux modalités de dépôt sont proposées du 1er au 30 juin 2018 : 1)     Via la plateforme numérique « L’Atelier de vos idées ».La plateforme « L’Atelier de vos idées » est le lieu de préférence pour déposer les idées/projets que le Département réalisera dans les parcs naturels du Loiret.Pour s’inscrire à « L’Atelier de vos idées », il faut choisir un nom (afin de garantir l’anonymat, un nom fictif est conseillé), un pseudonyme (l’identifiant demandé pour l’accès à la plateforme), une adresse email et un mot de passe. Une fois l’inscription validée, il suffira de remplir le formulaire proposé. Une pièce jointe pour être ainsi ajoutée afin de mieux expliquer le projet proposé.2)     Via le formulaire papier que vous trouverez à l’entrée de chaque parc naturel. Grâce à cette possibilité et afin de garantir aux porteurs de projet un suivi de leur proposition tout au long des différentes étapes du budget participatif, le service Communication du Département se chargera de transcrire les idées/projets dans la plateforme « L’Atelier de vos idées » et d’y inscrire les porteurs de projet. Ainsi le citoyen inscrit par le Département recevra un message électronique et il pourra suivre sa proposition et interagir avec d’autres citoyens.Pour que le Département puisse soumettre des idées pour le compte d’un citoyen et l’inscrire à la plateforme numérique, il faudra aussi fournir, via le formulaire en version papier, le nom ou un pseudonyme, une adresse e-mail et, éventuellement, un numéro de téléphone."
https://atelierdevosidees.loiret.fr,budget-participatif-des-parcs,2,01/07/2018 - 30/09/2018,,"Un projet est recevable s’il remplit l’ensemble des critères suivants :Il est localisé dans un ou plusieurs des parcs naturels du Loiret listés à l’article 3Il relève des compétences du Département du LoiretIl concerne uniquement des dépenses d’investissementSon coût estimé de réalisation est inférieur à 80 000 €Il ne comporte pas d’éléments de nature discriminatoire, diffamatoire, ou contraire à l’ordre publicSa mise en œuvre concrète peut démarrer et s’achever dans l’année 2019Il est suffisamment précis pour pouvoir être estimé juridiquement, techniquement et financièrementIl ne comporte aucune rémunération financière individuelle liée au projet pour le porteurIl ne concerne pas des prestations d’étudesIl n’est pas déjà programmé ou en cours d’exécutionLe coût de fonctionnement devra être chiffré et validé par le comité de sélectionLa faisabilité technique et financière des projets est vérifiée par le service Environnement du Département du Loiret sur la base des critères énoncés ci-dessus. L’analyse juridique sera effectuée par le service juridique du Département. Pour chaque projet, une réponse est apportée via la plateforme numérique « L’Atelier de vos idées » par le service Communication.L’ensemble des idées/projets dits « recevables » seront identifiés en tant que tels dans la plateforme numérique et accéderont à l’examen d’un comité de sélection composé de sept élus du Département, d’un conseiller départemental junior, de deux représentants d’associations de protection de la nature et de l’environnement, d’un Loirétain, et de deux représentants de la presse.Le comité de sélection validera les projets qui seront soumis au vote.Cette phase d’étude et de sélection sera clôturée le 30 septembre 2018."
https://atelierdevosidees.loiret.fr,budget-participatif-des-parcs,3,01/10/2018 - 31/10/2018,,"Les citoyens pourront voter le/les projet/s recevable/s du 1er au 31 octobre 2018 :	Par cette plateforme numérique « L’Atelier de vos idées »Le citoyen aura à disposition une cagnotte de 80 000 € à répartir sur le/les projet/s préféré/s. Il ne faudra pas dépasser le montant de 80 000 €.Les projets qui obtiendront le plus de voix seront désignés comme lauréats. La sélection se fera par ordre décroissant du nombre de voix jusqu’à épuisement de l’enveloppe de 80 000 € cumulés. En cas d’égalité de voix, les projets seront retenus s’ils rentrent dans l’enveloppe, sinon les premiers projets rentrant dans l’enveloppe seront choisis par tirage au sort.La liste des projets lauréats sera publiée dès le lendemain du vote sur la plateforme « L’Atelier de vos idées »."
https://atelierdevosidees.loiret.fr,budget-participatif-des-parcs,4,01/11/2018 - 31/12/2019,,"Les projets lauréats seront réalisés par le Département du Loiret en lien avec les porteurs de projets au cours de l’année 2019. Un porteur de projet ne pourra pas être le prestataire de la mise en œuvre totale ou partielle.Les éléments de réalisation et de l’avancement des travaux des projets seront disponibles sur la plateforme « L’Atelier de vos idées » au cours des années 2019 et 2020.Les réalisations pourront faire l’objet d’actions de communication (inauguration, présentation dans les médias, etc.). Les équipements réalisés dans le cadre du budget participatif porteront une signalétique spécifique liée au budget participatif et à l’Atelier de vos idées."
https://participez.nanterre.fr,budget-participatif-2021,1,01/08/2020 - 31/08/2020,,"C'est quoi un budget participatif ? Quels projets puis-je déposer ?Quelles sont les prochaines étapes du budget participatif ?Découvrez le budget participatif, ses modalités et son calendrier."
https://participez.nanterre.fr,budget-participatif-2021,2,01/09/2020 - 15/10/2020,,"Du 1er septembre 2020 au 15 octobre 2020, vous pouvez déposer en ligne votre projet ""toute ville"" ou votre projet quartier. Pour déposer votre projet en ligne, connectez-vous à votre compte ou inscrivez-vous. Quels critères respecter pour que mon projet soit recevable ? Répondre à la notion d’intérêt général, c’est-à-dire être utile à toutes les Nanterriennes et tous les Nanterriens gratuitementSe situer à Nanterre.Concerner tous les domaines sous réserve que ce domaine relève d’une compétence de la ville de Nanterre.ne pas dépasser l’enveloppe budgétaire allouée par quartier ou toute ville.  Vous avez des questions, vous souhaitez être accompagné pendant cette étape ? Contactez nous et prenez rendez-vous : participez@mairie-nanterre.fr"
https://participez.nanterre.fr,budget-participatif-2021,3,16/10/2020 - 05/02/2021,,"Réalisée en deux temps, cette étape permet de valider que le projet déposé répond bien aux modalités du budget participatif, qu'il est faisable techniquement et que l'enveloppe budgétaire ne soit pas dépassée."
https://participez.nanterre.fr,budget-participatif-2021,4,22/02/2021 - 07/03/2021,,"Une fois les études de recevabilité et de faisabilité effectuées, retrouvez la liste des projets qui seront soumis au vote. Cette étape permet de rendre visible les projets sur l'ensemble de la Ville et donner l'opportunité à tous et toutes de les découvrir avant d'être invité au vote.Un kit de communication sera mis à disposition des porteurs de projets pour les accompagner dans la mobilisation autour de leur projet ! La ville lancera également une campagne de communication afin que les projets soumis au vote soient visibles par tous et toutes."
https://participez.nanterre.fr,budget-participatif-2021,5,08/03/2021 - 21/03/2021,,"Fin mars 2021, le vote sera ouvert à toutes les Nanterriennes et Nanterriens de plus de 16 ans et aux usagers de la ville (étudiants, salariés etc.). Plus de précisions à venir !Vous pourrez retrouver tous les projets qui seront soumis au vote sur cette plateforme."
https://participez.nanterre.fr,budget-participatif-2021,6,05/04/2021 - ?,,La Ville de Nanterre met en oeuvre les projets lauréats.
http://www.budgetparticipatif-outreau.fr,bp2,1,03/04/2020 - 15/08/2020,J'ai une idée !,"vous pourrez accéder au site http://budgetparticipatif-outreau.fr pour déposer votre dossier  Un dépôt papier est toujours possible dans différents lieux de la ville (Mairie Médiathèque , CJB, CAJ)Vous pourrez suivre l’avancée de votre projet et participez au groupe FACEBOOK « Budget participatif à Outreau »"
http://www.budgetparticipatif-outreau.fr,bp2,2,15/08/2020 - 15/09/2020,Selection des idées,Pendant le mois de mai les projets seront sélectionnés pour ne garder que les projets recevables éligibles Seront écartés :Les projets non réalisables sur le territoire communalLes projets en cours d’étude ou de réalisationLes projets qui nécessitent des coûts de fonctionnements trop importants ( coût d entretien ou nécessitant du personnel pour les faire fonctionner)Les projets dont le temps de réalisation nécessite plus de 6 mois .(certains projets innovants pourront néanmoins être sélectionnés et repris pas la collectivité dans ses programmes d’investissements si besoin )L’ étude de l’ensemble des projets s’étalera jusqu’au 15 septembre.
http://www.budgetparticipatif-outreau.fr,bp2,3,15/09/2020 - 30/10/2020,Votez pour vos projets préférés,Les habitants seront appelés à voter sur les projets par voie électronique ou dans les lieux dédiés (selon les disponibilités ) . Un temps dédié sous forme d’une journée de vote pourra être organisé Chaque habitant pourra attribuer 5 points aux projets les plus pertinents . Il sera possible d’accorder l’ensemble des points à un seul projet ou de les répartir
http://www.budgetparticipatif-outreau.fr,bp2,4,31/10/2020 - 31/12/2020,Mon projet se construit !,Les projets retenus seront réalisés par la Ville à partir de octobre 2020.
https://budgetparticipatif.ville-roubaix.fr,bpr2020,1,08/01/2020 - 02/03/2020,,"Du 8 janvier au 2 mars 2020, je peux déposer mes idées pour Roubaix. Tout habitant (dès l’âge de 7 ans ) et toute personne salariée à Roubaix peut déposer une ou plusieurs idées en respectant les critères suivants : Être d’intérêt général et ou à visée collective ;Relever d’une ou plusieurs compétences de la ville ;Être positionné sur le territoire de la ville ;Relever d'une dépense d'investissement (ex : aménagement, achat de matériels, etc.)."
https://budgetparticipatif.ville-roubaix.fr,bpr2020,2,16/03/2020 - 16/06/2020,,La mise en place de l'état d'urgence sanitaire a modifié l'organisation de la période d'instruction. L'équipe d'animation du Budget participatif s'est réorganisée suivant des modalités de travail à distance. La période du vote en mai a été décalée afin de maintenir l'expression du vote en présentiel.
https://budgetparticipatif.ville-roubaix.fr,bpr2020,3,03/03/2020 - 01/07/2020,,"A partir du 3 mars, toutes les idées seront étudiées par les services de la Ville. Cette étape permet d'en vérifier la faisabilité technique et juridique puis d'en estimer le coût.Chaque participant ayant initié une idée sera contacté.Les idées faisables et recevables seront soumises au votes des habitants sous forme de projets : intitulé, descriptif, localisation, coût estimé et identité des initiateurs."
https://budgetparticipatif.ville-roubaix.fr,bpr2020,4,02/07/2020 - 14/07/2020,,"L'équipe du Budget participatif, en partenariat avec les porteurs d'idées, préparent les projets qui seront soumis au vote."
https://budgetparticipatif.ville-roubaix.fr,bpr2020,5,15/07/2020 - 11/09/2020,,Les idées proposées sont devenues des projets élaborés et budgétisés par les services de la Ville de Roubaix.Vous êtes invité à prendre connaissance de ces projets avant la période du vote.Vous pourrez mettre à profit ce temps pour faire campagne en faveur de vos projets préférés.
https://budgetparticipatif.ville-roubaix.fr,bpr2020,6,12/09/2020 - 15/10/2020,,"Je peux voter en ligne ou dans les bureaux de votes pour mes projets favoris. Pour voter en ligne, cliquez ici. Que vous ayez proposé une idée ou non, il vous est possible de voter. Chaque habitant peut voter pour  jusqu'à 5 coups de coeurs dans la liste proposée au suffrage. Si vous n'avez qu'un seul coup de cœur, votre vote comptera de manière plus importante pour le projet choisi.La liste des projets retenus sera validée par un vote du Conseil municipal."
https://budgetparticipatif.ville-roubaix.fr,bpr2020,7,16/10/2020 - 20/10/2020,,Les bulletins papiers sont dépouillés par les membres de l'équipe de suivi et les agents de la ville. Les projets sont ensuite classés selon les règles précisées dans le règlement.
https://budgetparticipatif.ville-roubaix.fr,bpr2020,8,01/10/2020 - 01/10/2021,,"Les projets retenus à l'issue du vote sont réalisés par les services de la Ville dans l'année qui suit le vote, si la procédure le permet."
https://budgetparticipatif.ville-roubaix.fr,pcp2019,1,05/03/2019 - 26/03/2019,,Les habitants et associations de Roubaix sont consultés en réunions publiques sur leurs envies de culture et les liens qu'ils entretiennent avec l'offre culturelle roubaisienne.
https://budgetparticipatif.ville-roubaix.fr,pcp2019,2,27/03/2019 - 09/05/2019,,"Les participants à la première étape de consultation peuvent déposer une ou plusieurs propositions en respectant les critères suivants :Être d’intérêt général et ou à visée collective ;Relever du domaine culturel ;Être positionné sur le territoire roubaisien ;Relever d'une dépense de fonctionnement (ex : événement culturel, atelier artistique, etc.)."
https://budgetparticipatif.ville-roubaix.fr,pcp2019,3,10/05/2019 - 13/06/2019,,"Toutes les propositions font l’objet d’une étude de faisabilité technique et d’un chiffrage financier.Chaque porteur de projet bénéficie d'un accompagnement individuel.L’étude de faisabilité aboutit à la publication de la liste des projets soumis au vote (intitulé du projet, descriptif, coût estimé, etc.)."
https://budgetparticipatif.ville-roubaix.fr,pcp2019,4,14/06/2019 - 30/06/2019,,"Soirée festive de lancement des votes, avec présentation par les porteurs de projet le vendredi 14 juin au Conservatoire, 80 rue de Lille à Roubaix, de 18h à 20h.Du 15 au 30 juin, votez pour votre projet culturel préféré, parmi les 10 projets proposés."
https://budgetparticipatif.ville-roubaix.fr,pcp2019,5,01/07/2019 - 14/07/2019,,"Après dépouillement des votes, les résultats seront communiqués lors d'une conférence de presse à la mi-juillet puis publiés sur ce site."
https://budgetparticipatif.ville-roubaix.fr,bpe2019,1,14/01/2019 - 25/02/2019,,"Tout habitant d’un de ces quartiers (dès l’âge de 7 ans ) et toute personne salariée sur le secteur peut déposer une ou plusieurs propositions en respectant les critères suivants : Être d’intérêt général et ou à visée collective ;Relever d’une ou plusieurs compétences de la ville ;Être positionné sur le territoire des quartiers Est de la ville ;Relever d'une dépense d'investissement (ex : aménagement, achat de matériels, etc.)."
https://budgetparticipatif.ville-roubaix.fr,bpe2019,2,26/02/2019 - 22/04/2019,,"Toutes les propositions font l’objet d’une étude de faisabilité technique et juridique et d’un chiffrage financier.Un contact sera établi avec chaque porteur de proposition.L’étude de faisabilité aboutit à la publication de la liste des projets soumis au vote (intitulé du projet, descriptif, localisation, coût estimé et nom ou pseudo du porteur)."
https://budgetparticipatif.ville-roubaix.fr,bpe2019,3,23/04/2019 - 12/05/2019,,Il n’est pas nécessaire d’avoir déposé un projet pour participer au vote. Chaque habitant peut voter pour 4 projets dans la liste proposée au suffrage.La liste des projets retenus sera validée par un vote du Conseil municipal de juin 2019.
https://budgetparticipatif.ville-roubaix.fr,bpe2019,4,13/05/2019 - 30/06/2020,,Les projets retenus seront réalisés dans l’année qui suit le vote (sauf impondérables techniques).
https://budgetparticipatif.saintjeandebraye.fr,bp,1,01/12/2018 - 11/12/2018,Lancement du budget participatif,"La Ville de Saint-Jean de Braye lancera son budget participatif lors de la soirée de lancement du 11 décembre 2018, 18h à la salle des fêtes. Venez nombreux déposer vos idées !"
https://budgetparticipatif.saintjeandebraye.fr,bp,2,11/12/2018 - 18/02/2019,L'appel à idées,"Déposez sur la plateforme vos idées pour Saint-Jean de Braye. Pour être recevable une idée doit respecter certains critères :► Etre en adéquation avec les principes du développement durable et de la démarche Ville en Transition de la Ville, dont le but est de permettre de répondre aux enjeux climatiques.► Projet réalisable sur le territoire de Saint-Jean de Braye► Relever d'une dépense d'investissement (ex : aménagement, achat de matériels, ..)"
https://budgetparticipatif.saintjeandebraye.fr,bp,3,19/02/2019 - 05/04/2019,La recevabilité des projets,"Avant d'être soumis au vote, la faisabilité technique et financière des propositions est étudiée par les services de la Ville de Saint-Jean de Braye► Pendant ce temps les porteurs de projet peuvent être contactés par les services techniques pour préciser leur projet► La liste des projets recevables est décidée par un comité de sélection composé d'élus, d'agents municipaux, de représentants des comités de quartier et de représentants de collectifs citoyens."
https://budgetparticipatif.saintjeandebraye.fr,bp,4,06/04/2019 - 06/05/2019,Votez pour 3 idées,"Les projets recevables et sélectionnés par le comité sont soumis au vote des habitants. Toute personne peut voter pour les 3 projets qu'ils préfèreraient voir mis en oeuvre par la Ville de Saint-Jean de Braye, quel que soit son âge et son lieu de domicile."
https://budgetparticipatif.saintjeandebraye.fr,bp,5,14/05/2019 - 31/12/2019,Les projets lauréats,Les projets lauréats sont dévoilés. Ils seront mis en oeuvre dès la fin de l'année 2019. Bravo et merci à tous les participants !
